num;eng;rus;status;error
8423;co-operation;кооперация, сотрудничество;word
8424;co-operative;совместный, объединенный;word
8425;co-operator;сотрудник, кооператор;word
8426;co-ordinate;* неподчиненный, равный, координировать *(IM)PF*, согласовывать [-овать];word
8427;co-ordination;координация;word
8428;co-ownership;совместное владение, партнерство, совладение;word
8429;co-production;совместно производство;word
8430;co-resident;одновременно находящиеся в памяти;word
8431;co-signatory;лицо, подписавшее соглашение совместно с другими, подписывающий соглашение совместно с другими;word
8432;coach;тренировать, тренер, экипаж, вагон;word
8433;coachman;извозчик;word
8434;coacting;одновременно, действующий;word
8435;coagulant;коагулянт;word
8436;coagulase;коагулаза;word
8437;coagulate;свертывать;word
8438;coagulation;свертывание;word
8439;coal;каменный, уголь, каменноугольный;word
8440;coal-pit;угольная шахта, копь *;word
8441;coalesce;соединять;word
8442;coalescence;сращение;word
8443;coalition;коалиция;word
8444;coamings;комингс;word
8445;coarse;грубый;word
8446;coarse grains;кормовое (фуражное) зерно;frase
8447;coarseness;грубость;word
8448;coast;берег, береговой;word
8449;coastal;береговой;word
8450;coasting;накат;word
8451;coastline;побережье;word
8452;coastwise;вдоль побережья, каботажный;word
8453;coat;покрывать, пальто;word
8454;coat-hanger;вешалка;word
8455;coated;покрывать, покрытый;word
8456;coates;покрывать;word
8457;coati;носуха;word
8458;coating;покрывать, покрытие;word
8459;coatroom;гардероб;word
8460;coattail;фалда;word
8461;coauthor;соавтор;word
8462;coauthorship;соавторство;word
8463;coax;убеждать;word
8464;coaxial;коаксиальный;word
8465;cob;початок;word
8466;cobalt;кобальт, кобальтовый;word
8467;cobble;чинить;word
8468;cobbled;чинить, булыжный;word
8469;cobbler;сапожник;word
8470;cobblestone;булыжник, булыжный;word
8471;cobol;кобол;word
8472;cobra;кобра;word
8473;cobweb;паутина;word
8474;cobwebs;хитросплетение;word
8475;coca;кока;word
8476;cocaine;кокаин, кокаиновый;word
8477;coccus;кокк;word
8478;coccyx;копчик;word
8479;cochineal;кошениль;word
8480;cock;наклонять, петух;word
8481;cock-eyed;косоглазый, косой, пьяный;word
8482;cockade;кокарда;word
8483;cockatoo;какаду;word
8484;cockchafer;майский, жук;word
8485;cocked;наклонять, скошенный;word
8486;cockerel;петушок;word
8487;cockeyed;косоглазый;word
8488;cockfight;петушиный, бой;word
8489;cockle;куколь;word
8490;cockpit;кабина;word
8491;cockroach;таракан;word
8492;cockscomb;петушиный, гребешок;word
8493;cocksure;самоуверенный;word
8494;cocktail;коктейль;word
8495;cocky;самоуверенный;word
8496;coco;кокос;word
8497;coco-nut;кокосовый орех;word
8498;cocoa;какао;word
8499;coconut;кокосовый, орех;word
8500;cocoon;кокон;word
8501;cod;треска, наложенным платежом;word
8502;cod-liver;;word
8503;coddle;изнеживать;word
8504;code;кодировать, код, кодекс, кодовый;word
8505;code audit;ревизия программы. проверка соответствия программы спецификациям;frase
8506;code generation;генерация команд, генерация объектного кода;frase
8507;code generator;генератор команд, генератор объектного кода. часть транслятора, порождающая последовательность машинных, команд, соответствующих транслируемой программе;frase
8508;code helper;подпрограмма исполняющей системы;, подпрограмма поддержки. подпрограмма, в обращения к которой транслируются определенные операции программы, например, операции с плавающей, запятой при отсутствии их аппаратной поддержки, отладочные проверки, при входе в подпрограмму;frase
8509;code inspection;инспекция. коллективный формальный, анализ программы без участия автора, (прием технологии разработки программного обеспечения);frase
8510;code line;строка (текста) программы;frase
8511;code removal;удаление кода. при оптимизации программы - удаление фрагментов программы, которые не выполняют никаких, действий или не могут получить управление;frase
8512;code walkthrough;разбор программы. при коллективной, разработке программ - анализ текста, программы группой программистов для, проверки ее правильности;frase
8513;code-insensitive;система, не зависящая от данных,, кодонезависимая система;word
8514;coded;кодировать, кодированный;word
8515;coded image;закодированное изображение. представление изображения (image) в форме, удобной для хранения и обработки;frase
8516;codeine;кодеин;word
8517;coder;кодировщик;word
8518;coderword;закодированный;word
8519;codes;кодировать, код, кодекс;word
8520;codesign;соразработка;word
8521;codfish;треска;word
8522;codicil;приписка;word
8523;codify;шифровать;word
8524;coding;кодировать, кодирование;word
8525;coding scheme;система кодирования, код; схема кодирования;frase
8526;coding sheet;бланк для записи программ;frase
8527;coeducation;совместное, обучение;word
8528;coefficient;коэффициент;word
8529;coerce;принуждать;word
8530;coerced;принуждать, приведенный;word
8531;coercend;приводимое;word
8532;coercion;принуждение;word
8533;coercive;принудительный;word
8534;coexist;сосуществовать;word
8535;coexistence;сосуществование;word
8536;coffee;кофе;word
8537;coffee-pot;кофейник;word
8538;coffee-room;столовая в гостинице;word
8539;coffee-set;кофейный сервиз;word
8540;coffer;запирать, сундук;word
8541;coffin;гроб;word
8542;cog;зубец;word
8543;cogency;убедительность;word
8544;cogent;убедительный;word
8545;cogitable;понятный;word
8546;cogitate;обдумывать;word
8547;cogitated;обдумывать;word
8548;cogitating;обдумывать;word
8549;cogitation;размышление;word
8550;cognac;коньяк;word
8551;cognate;сходный;word
8552;cognition;знание;word
8553;cognitive;познавательный;word
8554;cognitive science;когнитивистика, наука о мышлении., наука, изучающая и моделирующая принципы организации и работы естественных и искусственных интеллектуальных систем;frase
8555;cognizance;знание;word
8556;cognizant;знающий;word
8557;cogwheel;шестерня;word
8558;cohabit;сожительствовать;word
8559;cohabitate;сожительствовать;word
8560;cohabitation;сожительство;word
8561;cohere;слипаться;word
8562;coherence;связность;word
8563;coherent;когерентный;word
8564;cohesion;связность;word
8565;cohesive;сплоченный;word
8566;cohesive economy;гармонично развитое хозяйство;frase
8567;cohort;когорта;word
8568;coil;катушка;word
8569;coin;монета;word
8570;coinage;чеканка;word
8571;coincide;совпадать;word
8572;coincidence;совпадение;word
8573;coincident;совпадающий;word
8574;coincidental;случайный;word
8575;coincidentally;случайно;word
8576;coinstantaneous;точно, совпадающий по времени;word
8577;coition;совокупление;word
8578;coke;кокс;word
8579;coking;коксующийся;word
8580;cola;кола;word
8581;colander;дуршлаг;word
8582;cold;холод, холодный;word
8583;cold backup;"холодное" резервирование. способ, резервирования, при котором резервная система должна быть приведена в, готовность и запущена вручную;frase
8584;cold boot;"холодная" перезагрузка, "холодный", перезапуск;frase
8585;cold restart;"холодный" перезапуск., перезапуск системы, требующий, перезапуска всех подключенных, устройств и выполнения процедур, начальной загрузки (bootstrap)., для микроЭВМ - перезапуск системы, при котором отключается электропитание и содержимое оперативной памяти теряется;frase
8586;cold snap;внезапное похолодание;frase
8587;cold standby;"холодное" резервирование;frase
8588;cold storage;холодильники, холодильное хозяйство, запасы, хранящиеся в холодильнике;frase
8589;coldblooded;хладнокровный;word
8590;colder;более, холодный, холоднее;word
8591;coldly;холодно;word
8592;coldness;холодность;word
8593;coldstart;начальный, пуск;word
8594;coleslaw;салат из капусты;word
8595;colic;колика;word
8596;coliform;колиформ;word
8597;coliseum;колизей;word
8598;colitis;колит;word
8599;collaborate;сотрудничать;word
8600;collaboration;сотрудничество;word
8601;collaborative;совместный;word
8602;collaborator;сотрудник;word
8603;collapse;рушиться, крах;word
8604;collapsed;рушиться, сжатый;word
8605;collapsible;раскладной;word
8606;collapsing;рушиться, свертывание;word
8607;collar;воротник;word
8608;collarbone;ключица;word
8609;collate;сортировать;word
8610;collateral;гарантия, совместный;word
8611;collateral data;косвенные данные;frase
8612;collateral execution;совместное выполнение;frase
8613;collateral statement;совместное предложение. в языке алгол-68 - составной оператор, подоператоры которого выполняются в неопределеном порядке;frase
8614;collating;сортировать, сортировка, сортирующий;word
8615;collating sequence;сортирующая последовательность; схема упорядочения. последовательность символов алфавита, задающая способ упорядочения строк этого алфавита;frase
8616;collation;сопоставление;word
8617;collator;сортировально-подборочная, машина;word
8618;colleague;коллега;word
8619;collect;собирать;word
8620;collect damages;взыскивать штраф за убытки;frase
8621;collect freight;фрахт оплачивается покупателем в порту назначения;frase
8622;collectanea;собрание заметок;word
8623;collecting;собирать, сбор;word
8624;collection;сбор, коллекция, экон)инкассирование, коллекционный, инф)совокупный;word
8625;collection order;платежное требование;frase
8626;collection period;срок между предъявлением счета и его оплатой;frase
8627;collective;коллектив, коллективный;word
8628;collective agreement;коллективный трудовой договор;frase
8629;collective bargaining;ведение переговоров о коллективном договоре;frase
8630;collective contract;коллективный трудовой договор;frase
8631;collective farm;коллективное хозяйство, колхоз;frase
8632;collective farmers;колхозники, колхозное крестьянство;frase
8633;collectively;коллективно;word
8634;collectivism;коллективизм;word
8635;collectivize;коллективизировать;word
8636;collector;коллектор;word
8637;college;колледж, университетский;word
8638;colleger;студент;word
8639;collegian;студент;word
8640;collegiate;университетский;word
8641;collide;вступать в противоречие;word
8642;collie;колли;word
8643;collier;шахтер;word
8644;colliery;угольная, шахта;word
8645;colligate;обощать;word
8646;colligation;обобщение;word
8647;collimate;коллимировать;word
8648;collimation;коллимирование;word
8649;collins;коллинз;word
8650;collision;столкновение;word
8651;collocate;устанавливать;word
8652;collocation;установка;word
8653;collocutor;собеседник;word
8654;collodion;коллодий;word
8655;colloid;коллоид, коллоидный;word
8656;colloidal;коллоидный;word
8657;colloquial;разговорный;word
8658;colloquialism;разговорное, выражение;word
8659;collusion;сговор;word
8660;cologne;одеколон;word
8661;colombia;колумбия;word
8662;colon;двоеточие;word
8663;colonel;полковник;word
8664;colonial;колониальный;word
8665;colonial produce;колониальные товары;frase
8666;colonialist;колонизатор;word
8667;colonist;поселенец;word
8668;colonization;колонизация;word
8669;colonize;заселять, колонизировать;word
8670;colonizer;колонизатор, поселенец;word
8671;colonnade;колоннада;word
8672;colony;колония;word
8673;colophony;канифоль;word
8674;color;окрашивать, цвет, цветной;word
8675;color gamut;цветовой круг, цветовая гамма. множество цветов, которые можно получить смешением основных цветов (primary colors). изображется в виде, круга, на окружности которого симметрично расположены три точки, окрашенные в основные цвета; остальные, точки круга окрашены цветами, получающиеся смешением основных цветов, в пропорции, соответственно расстоянию до трех основных точек. в центре круга расположен белый цвет;frase
8676;color plane;цветовая плоскость. часть видеопамяти (video RAM), содержащая по одному биту на каждую точку изображения;frase
8677;colorable;яркий;word
8678;colorado;штт)колорадо;word
8679;coloration;окраска;word
8680;coloratura;колоратура;word
8681;colored;окрашивать, цветной цвета;word
8682;colorful;красочный;word
8683;colorific;красящий;word
8684;coloring;окрашивать, раскраска;word
8685;colorless;бесцветный;word
8686;colossal;колоссальный;word
8687;colossus;колос;word
8688;colour;фото)окрашивать, цвет, цветной;word
8689;colourable;правдоподобный;word
8690;colouration;окраска;word
8691;coloured;окрашивать, цветной цвета;word
8692;colouring;окрашивать, раскраска;word
8693;colourless;бесцветный;word
8694;colt;кольт;word
8695;columbia;колумбия;word
8696;columbian;колумбийский;word
8697;columbus;колумб;word
8698;column;колонна, инф)прог)столбец;word
8699;column diagram;столбиковая диаграмма;frase
8700;columnar;колоночный;word
8701;columned;колоночный;word
8702;columniated;Пс колонками;word
8703;columnist;обозреватель;word
8704;columnwise;постолбцовый;word
8705;colza;сурепица;word
8706;coma;кома;word
8707;comando;воен)десантник;word
8708;comatose;коматозный;word
8709;comb;причесывать, гребень;word
8710;combat;бороться, борьба, боевой;word
8711;combatant;поборник;word
8712;combative;боевой;word
8713;combed;причесывать;word
8714;combination;комбинация;word
8715;combination movement;движение за объединение;frase
8716;combination rate;комбинированный тариф;frase
8717;combinational;комбинационный;word
8718;combinative;комбинаторный;word
8719;combinatorial;комбинаторный;word
8720;combine;объединять, комбайн;word
8721;combined;объединять, комбинированный;word
8722;combined coefficient;комбинированный коэффициент;frase
8723;combined costss;общие издержки;frase
8724;combined expenditures;совокупные издержки (расходы);frase
8725;combined firms;объединенные фирмы;frase
8726;combined grade;пересортица, смешанный сорт;frase
8727;combined station;комбинированная станция. узел сети,, реализующий сбалансированную процедуру HDLC, т.е., способный принимать и передавать как команды, так и, ответы., , tion;frase
8728;combined transportation;смешанные перевозки;frase
8729;combining;объединять, объединение;word
8730;combustibility;горючесть;word
8731;combustible;горючий;word
8732;combustibles;топливо;word
8733;combustion;горение;word
8734;come;приходить, б)начинать;word
8735;come about;случаться [-читься], происходить [произойти];frase
8736;come to;доходить [дойти] до, остановить судно, равняться , стоить (*В|*Р);frase
8737;come true;сбы(ва)ться;frase
8738;comeback;возврат;word
8739;comedian;комик;word
8740;comedy;комедия;word
8741;comely;хорошенький;word
8742;comer;пришелец;word
8743;comes;приходить;word
8744;comestible;съедобный;word
8745;comestibles;продовольствие;word
8746;comet;комета;word
8747;comfort;успокаивать, удобство;word
8748;comfortable;комфортабельный;word
8749;comforter;утешитель;word
8750;comforting;успокаивать, утешительный;word
8751;comfortless;неуютный;word
8752;comfy;комфортабельный;word
8753;comic;комический;word
8754;comical;комичный;word
8755;comicality;чудачество;word
8756;comics;комикс;word
8757;coming;приходить, поступление, будущий;word
8758;comintern;коминтерн;word
8759;comission;предоставлять комиссионные, комиссия;word
8760;comissioner;комиссионер;word
8761;comissioning;предоставлять комиссионные, ввод в эксплуатацию;word
8762;comity;вежливость;word
8763;comma;запятая;word
8764;command;приказывать, и)командовать, команда, командный;word
8765;command character;управляющий символ;frase
8766;command environment;командная среда. в операционных системах типа UNIX - совокупность строковых переменных, которые определяются в командных процедурах и доступны в программах;frase
8767;command file;командный файл. файл, содержащий, команды диалогового монитора,, выполняемые в пакетном режиме;, процедура на командном языке, (command language)., командный файл. файл, содержащий, последовательность команд (процедуру) на входном языке прикладной программы;frase
8768;command interpreter;процессор командного языка, командный процессор;frase
8769;command language;командный язык; язык управления, заданиями. язык, операторы (команды) которого запускают программы и задают им обрабатываемые, файлы и другие параметры. развитый командный язык может включать переменные, выражения и управляющие конструкции., командный язык, входной язык., входной язык прикладной программы;frase
8770;command line;командная строка. набранная на терминале или прочитанная из командного файла команда, содержащая имя, вызываемой программы и ее параметры;frase
8771;command mode;командный режим. режим работы экранной диалоговой системы, при котором операции задаются текстовыми командами, а не меню или непосредственным воздействием;frase
8772;command procedure;процедура на командном языке, командная процедура;frase
8773;command processor;процессор командного языка, командный процессор; диалоговый монитор., часть операционной системы, обрабатывающая команды (предложения командного языка (command language)),, вводимые с терминала или из командного файла, и запускающая задачи, для их выполнения;frase
8774;command qualifier;управляющий параметр команды, ключ, команды. в командных языках операционных систем фирмы DEC - параметр, командной строки, указывающий способ или режим выполнения команды., , ier;frase
8775;command word;имя команды, команда (командного, языка);frase
8776;commandant;комендант;word
8777;commandeer;реквизировать;word
8778;commander;воен)командир;word
8779;commanding;командовать, внушительный;word
8780;commandite;коммандитное, товарищество;word
8781;commanditer;коммандитист;word
8782;commandment;заповедь;word
8783;commemorate;отмечать;word
8784;commemoration;празднование;word
8785;commemorative;памятный;word
8786;commence;начинать, начало;word
8787;commencement;начало;word
8788;commend;хвалить;word
8789;commendable;достойный одобрения;word
8790;commendation;рекомендация;word
8791;commendatory;рекомендующий;word
8792;commensurable;соизмеримый;word
8793;commensurate;соразмерный;word
8794;comment;комментировать, комментарий;word
8795;comment-out;превращать в комментарий, "закомментарить". превращать часть текста, программы в комментарий. при этом, соответствующая часть программы не, транслируется и не выполняется, но, остается на месте и может быть использована в дальнейшем;word
8796;commentary;комментарий;word
8797;commentation;толкование;word
8798;commentator;комментатор;word
8799;commerce;торговля;word
8800;commercial;коммерческий, реклама;word
8801;commercial activitys;торговая деятельность, коммерческая деятельность;frase
8802;commercial agent;торговый агент, комиссионер;frase
8803;commercial agriculture;товарное сельскохозяйственное производство;frase
8804;commercial backlog;задолженность по коммерческим операциям;frase
8805;commercial bill;торговый вексель;frase
8806;commercial counsellor;торговый советник;frase
8807;commercial credit;коммерческий кредит;frase
8808;commercial crops;товарные культуры;frase
8809;commercial disputes;торговые споры;frase
8810;commercial education;коммерческое образование;frase
8811;commercial energy;коммерческие (товарные) энергоносители (энергоресурсы), энергоресуры производственного назначения;frase
8812;commercial exhibit;торговая выставка;frase
8813;commercial facilities;коммерческая деятельность, коммерческие предприятия;frase
8814;commercial farm;товарная ферма;frase
8815;commercial farmers;фермеры, ведущие товарное хозяйство, фермеры, работающие на рынок, фермеры-предприниматели;frase
8816;commercial farming;торговое земледелие, товарное хозяйство (в земледелии);frase
8817;commercial farms;товарные фермы;frase
8818;commercial invoice;коммерческий счет;frase
8819;commercial law;торговое право;frase
8820;commercial output;товарная продукция;frase
8821;commercial paper;векселя, документы краткосрочного коммерческого кредита;frase
8822;commercial policy;торговая политика;frase
8823;commercial politics;торговая политика;frase
8824;commercial production;товарное производство, производство на рынок;frase
8825;commercial relations;торговые отношения;frase
8826;commercial remittances;коммерческие переводы средств (за границу);frase
8827;commercial reserves;запасы полезных ископаемых промышленного значения;frase
8828;commercial staff;торговый аппарат;frase
8829;commercial traveller;коммивояжер, разъездной агент по продаже;frase
8830;commercial treaty;торговый договор;frase
8831;commercial undertaking;коммерческое (торговое) предприятие;frase
8832;commercial value;рыночная стоимость;frase
8833;commercialism;торгашеский, дух;word
8834;commercialization;коммерциализация;word
8835;commercialize;ставить на коммерческую ногу;word
8836;commercially;коммерчески;word
8837;commie;коммунист;word
8838;commination;угроза;word
8839;comminatory;обличительный;word
8840;commingle;смешивать;word
8841;commiserate;выражать соболезнование;word
8842;commiseration;соболезнование;word
8843;commiserative;сочувствующий;word
8844;commision;комиссия, поручение, комиссионный;word
8845;commissar;интендант;word
8846;commissariat;интендантство;word
8847;commissary;лавка;word
8848;commission;поручать, предоставлять комиссионные, комиссия, поручение, комиссионный;word
8849;commission agent;комиссионер;frase
8850;commission charges;комиссионные;frase
8851;commission fee;комиссионный сбор;frase
8852;commission merchant;комиссионер;frase
8853;commission note;комиссионное поручение;frase
8854;commissionaire;посыльный;word
8855;commissioned;поручать, предоставлять комиссионные, уполномоченный;word
8856;commissioner;уполномоченный;word
8857;commissioning;поручать, предоставлять комиссионные, пуск, внедренческий;word
8858;commissioning of;пуск, ввод в действие;frase
8859;commit;совершать;word
8860;commited;совершать;word
8861;commited expenditure;затраты по обязательствам, обязательные затраты;frase
8862;commitment;обязательство;word
8863;commitments recorded;взятые обязательства;frase
8864;committal;обязательство;word
8865;committed;совершать;word
8866;committed expenditures;затраты по обязательствам, обязательные затраты;frase
8867;committee;комитет;word
8868;committent;комитент;word
8869;commode;комод;word
8870;commodious;просторный;word
8871;commodities;товар;word
8872;commodity;товар, товарный;word
8873;commodity agreements;товарные соглашения;frase
8874;commodity assistance;помощь товарами;frase
8875;commodity boom;товарный бум;frase
8876;commodity classification;классификация товаров;frase
8877;commodity exchange;товарная биржа;frase
8878;commodity flows;товарные потоки;frase
8879;commodity heading;категория товара;frase
8880;commodity market;товарный рынок;frase
8881;commodity mix;ассортимент (набор) товаров;frase
8882;commodity paper;подтоварные векселя;frase
8883;commodity prices;цены на сырьевые товары (на аграрно-сырьевую продукцию);frase
8884;commodore;коммодор;word
8885;common;общий;word
8886;common concept;общая концепция (имеющаяся в обеих системах);frase
8887;common currency;общая валюта;frase
8888;common denominator;(#мат.) общий знаменатель;frase
8889;common error;ошибка в описании общего блока;frase
8890;common interest;общие интересы;frase
8891;common labour;неквалифицированная рабочая сила, разнорабочие;frase
8892;common law;обычное право;frase
8893;common market;"общий рынок";frase
8894;common pricing;общее (единое) ценообразование;frase
8895;common sense;здравый смысл;frase
8896;common software;стандартное программное обеспечение;frase
8897;common stock;обыкновенные акции;frase
8898;common subexpression;общее подвыражение. выражение, входящее в два или более других выражений при тех же значениях переменных. общие подвыражения обнаруживаются оптимизирующим транслятором, (optimizing compiler) и вычисляются, в оптимизированной программе только, один раз;frase
8899;commonality;общность;word
8900;commonly;обычно;word
8901;commonness;обыденность;word
8902;commonplace;банальность;word
8903;commonweal;общее, благо;word
8904;commonwealth;содружество;word
8905;commotion;волнение;word
8906;comms;передача данных;word
8907;communal;общественный;word
8908;commune;община;word
8909;communicable;коммуникабельный;word
8910;communicate;передавать, и)связываться, общаться;word
8911;communicating;передавать, коммуникабельный;word
8912;communication;связь;word
8913;communication channel;канал связи;frase
8914;communication port;коммуникационный порт. порт (port),, к которому подключен адаптер канала, связи;frase
8915;communication theory;теория связи;frase
8916;communications;связь;word
8917;communicative;общительный;word
8918;communicativeness;коммуникативность;word
8919;communicator;коммуникатор;word
8920;communion;причастие;word
8921;communique;коммюнике;word
8922;communism;коммунизм;word
8923;communist;коммунист, коммунистический;word
8924;communist construction;коммунистическое строительство;frase
8925;community;общество, общественный;word
8926;community facilitys;коммунальные услуги, коммунальное обслуживание, предприятия (сооружения) коммунального хозяйства, коммунальное хозяйство;frase
8927;commutate;переключать;word
8928;commutation;переключение;word
8929;commutative;перестановочный;word
8930;commutator;коммутатор;word
8931;commute;коммутировать;word
8932;commuter;коммутатор;word
8933;compact;уплотнять, соглашение, компактный;word
8934;compacted;уплотнять, уплотненный;word
8935;compacting;уплотнять, уплотнение;word
8936;compaction;уплотнение;word
8937;compactness;компактность;word
8938;compactor;компактор;word
8939;compander;компандер;word
8940;companding;компандирование;word
8941;companion;компаньон, побочный;word
8942;companionable;компанейский;word
8943;companionship;компания;word
8944;company;компания, воен)рота;word
8945;company law;право, регулирующее учреждение и деятельность акционерных, обществ;frase
8946;company statutes;внутренний устав компании;frase
8947;company store;фабричная лавка;frase
8948;company union;профсоюз, объединяющий рабочих только данной компании;frase
8949;comparability;сравнимость;word
8950;comparable;сравнимый;word
8951;comparable classification;сопоставимая классификация;frase
8952;comparable data;сопоставимые данные;frase
8953;comparand;компаранд;word
8954;comparand word;признак;frase
8955;comparative;сравнительный;word
8956;comparative accounting;сравнительный учет, ведение сравнительного учета;frase
8957;comparative analysis;сравнительный анализ;frase
8958;comparative economics;экономические сопоставления, сопоставление экономики различных стран;frase
8959;comparative forecasting;сравнительное прогнозирование;frase
8960;comparative production;сравнимая продукция;frase
8961;comparatively;сравнительно;word
8962;comparator;компаратор;word
8963;compare;сравнивать, сравнение;word
8964;compared;сравнивать;word
8965;comparer;компаратор;word
8966;comparison;сравнение;word
8967;comparison operator;операция сравнения, знак операции, сравнения;frase
8968;compartment;отделение;word
8969;compartmentalization;разделение;word
8970;compass;компас;word
8971;compasses;циркуль;word
8972;compassion;сострадание;word
8973;compatibility;совместимость;word
8974;compatibility mode;режим эмуляции. режим работы процессора, при котором он выполняет команды другой модели ЭВМ. архитектура с режимом эмуляции обеспечивает, частичную совместимость новой ЭВМ, со старыми моделями;frase
8975;compatible;совместимый;word
8976;compatibles;совместимое, устройство;word
8977;compatibly;совместимо;word
8978;compatriot;соотечественник;word
8979;compel;заставлять;word
8980;compelling;заставлять, убедительный;word
8981;compendency;связность;word
8982;compendia;компендиум;word
8983;compendious;сжатый;word
8984;compendium;компендиум;word
8985;compensable;компенсируемый;word
8986;compensable accident;несчастный случай, подлежащий денежной компенсации;frase
8987;compensate;компенсировать;word
8988;compensate sharing;компенсирующее участие;frase
8989;compensated;компенсировать, компенсированный;word
8990;compensating;компенсировать, компенсационный;word
8991;compensation;компенсация, компенсационный;word
8992;compensation paid;возмещение убытков;frase
8993;compensative;компенсирующий;word
8994;compensator;компенсатор;word
8995;compensatory;компенсирующий;word
8996;compensatory arrangement;компенсационное соглашение;frase
8997;compensatory drawing;компенсационное заимствование, компенсационные кредиты;frase
8998;compensatory duty;компенсационная пошлина;frase
8999;compensatory financing;дефицитное финансирование, финансирование за счет государственного долга;frase
9000;compensatory levys;уравнительные (компенсационные) сборы;frase
9001;compensatory spending;государственные расходы для стимулирования экономики;frase
9002;compete;конкурировать;word
9003;competence;компетенция;word
9004;competency;компетенция;word
9005;competent;компетентный;word
9006;competent direction;квалифицированное руководство;frase
9007;competent utilization;умелое использование;frase
9008;competing businesss;конкурирующие фирмы;frase
9009;competing product;конкурирующий продукт;frase
9010;competition;конкуренция;word
9011;competitioner;принятый по конкурсу;word
9012;competitive;конкурентоспособный;word
9013;competitive ability;конкурентоспособность;frase
9014;competitive capitalism;капитализм свободной конкуренции;frase
9015;competitive conditions;условия конкуренции;frase
9016;competitive demand;конкурентный спрос;frase
9017;competitive economy;экономика, основанная на конкуренции, капитализм;frase
9018;competitive edge;конкурентные преимущества (превосходство);frase
9019;competitive equilibrium;конкурентное равновесие;frase
9020;competitive goods;конкурирующие товары;frase
9021;competitive imports;конкурирующий импорт;frase
9022;competitive market;конкурентный рынок;frase
9023;competitive position;конкурирующие позиции, конкурентоспособность;frase
9024;competitive power;конкурентоспособность;frase
9025;competitive prices;конкурентные цены, цены,обеспечивающие конкурентоспособность;frase
9026;competitive relationship;сравнительная конкурентоспособность;frase
9027;competitive sellers;конкурирующие продавцы;frase
9028;competitive supplier;поставщик-конкурент, конкурирующий поставщик;frase
9029;competitive supply;конкурирующие предложения;frase
9030;competitive theory;теория конкуренция;frase
9031;competitiveness;конкурентоспособность;word
9032;competitor;конкурент;word
9033;compilable;инф)компилируемый;word
9034;compilation;инф)компиляция;word
9035;compilation order;порядок трансляции, порядок компиляции. порядок, в котором должны транслироваться модули программы. В, языках с развитой модульной структурой (например ада, модула) трансляция модуля не может быть выполнена, раньше трансляции всех используемых, им модулей определений (definitions, module);frase
9036;compilation unit;единица трансляции, единица компиляции. фрагмент текста программы, (модуль, пакет, программа), который, может быть оттранслирован независимо от других, возможно, с учетом, порядка трансляции (compilation order);frase
9037;compile;инф)компилировать, компиляция;word
9038;compile time;время трансляции. время, затраченное на трансляцию;frase
9039;compile-time;статический. выполняемый или обрабатываемый во время трансляции;word
9040;compiled;инф)компилировать, скомпилированный;word
9041;compiled code;оттранслированная программа;frase
9042;compiler;инф)компилятор;word
9043;compiler diagnostics;сообщения транслятора. файл или распечатка указаний на ошибки, обнаруженные в транслируемом тексте;frase
9044;compiler directive;директива транслятора, указание транслятору. конструкция входного языка, не меняющая смысл программы,, но управляющая работой транслятора, или задающая ему какие-либо параметры (например, вид оптимизации или, формат распечатки);frase
